index	return	risk	AAPL	SPY	TSLA	AMZN	MSFT	NVDA
46	0.041870049013511	0.0675007758334237	0.203405630629265	0.175244207253269	0.033910486019743	0.145294272532214	0.0	0.442145403565509
47	0.042365717812521	0.06835561807284835	0.204891060363883	0.160341024273005	0.035894979869606	0.146998366031768	0.0	0.451874569461738
48	0.042861386611531	0.0692129235583585	0.206376490098501	0.145437841292741	0.037879473719469	0.148702459531323	0.0	0.461603735357967
49	0.043357055410541	0.07007260188002369	0.207861919833119	0.130534658312477	0.039863967569332	0.150406553030877	0.0	0.471332901254195
50	0.043852724209551	0.07093456676645377	0.209347349567737	0.115631475332212	0.041848461419194	0.152110646530432	0.0	0.481062067150424
51	0.044348393008561	0.07179873586505361	0.210832779302355	0.100728292351949	0.043832955269057	0.153814740029986	0.0	0.490791233046653
52	0.044844061807571	0.07266503053506584	0.212318209036973	0.085825109371685	0.04581744911892	0.15551883352954	0.0	0.500520398942881
53	0.045339730606581	0.07353337565263428	0.213803638771591	0.070921926391422	0.047801942968783	0.157222927029094	0.0	0.51024956483911
54	0.045835399405591	0.07440369942716471	0.215289068506209	0.056018743411157	0.049786436818646	0.158927020528649	0.0	0.519978730735339
55	0.046331068204601	0.0752759332282993	0.216774498240827	0.041115560430893	0.051770930668509	0.160631114028203	0.0	0.529707896631568
56	0.046826737003611	0.07615001142286153	0.218259927975445	0.026212377450629	0.053755424518372	0.162335207527758	0.0	0.539437062527796
57	0.047322405802621	0.07702587122116551	0.219745357710063	0.011309194470365	0.055739918368235	0.164039301027312	0.0	0.549166228424025
58	0.047818074601631	0.077903544590573	0.219334080344641	0.0	0.057970188196659	0.163630028929942	0.0	0.559065702528758
59	0.048313743400641	0.0787851090396718	0.212945050351873	0.0	0.06098757719964	0.156568277141792	0.0	0.569499095306696
60	0.04880941219965	0.07967132671047378	0.206557844029477	0.0	0.064002294217225	0.149506987470189	0.0	0.579932874283109
61	0.04930508099866	0.08056204403969221	0.200170637713052	0.0	0.067017011222544	0.142445697803856	0.0	0.590366653260548
62	0.04980074979767	0.08145711341885212	0.193783431396628	0.0	0.070031728227861	0.135384408137523	0.0	0.600800432237988
63	0.05029641859668	0.08235639295065288	0.187396225080203	0.0	0.07304644523318	0.128323118471189	0.0	0.611234211215428
64	0.05079208739569	0.08325974621499355	0.181009018763779	0.0	0.076061162238498	0.121261828804856	0.0	0.621667990192867
65	0.0512877561947	0.08416704204354633	0.174621812447355	0.0	0.079075879243816	0.114200539138523	0.0	0.632101769170307
66	0.05178342499371	0.0850781543027776	0.16823460613093	0.0	0.082090596249133	0.107139249472191	0.0	0.642535548147746
67	0.05227909379272	0.085992961685283	0.161847399814506	0.0	0.085105313254451	0.100077959805857	0.0	0.652969327125186
68	0.05277476259173	0.08691134750927544	0.155460193498082	0.0	0.088120030259769	0.093016670139524	0.0	0.663403106102625
69	0.05327043139074	0.08783319952604317	0.149072987181657	0.0	0.091134747265087	0.085955380473191	0.0	0.673836885080065
70	0.05376610018975	0.08875840973517694	0.142685780865233	0.0	0.094149464270405	0.078894090806858	0.0	0.684270664057504
71	0.05426176898876	0.0896868742073531	0.136298574548808	0.0	0.097164181275723	0.071832801140525	0.0	0.694704443034944
72	0.05475743778777	0.09061849291444754	0.129911368232384	0.0	0.100178898281041	0.064771511474191	0.0	0.705138222012383
73	0.05525310658678	0.09155316956675044	0.12352416191596	0.0	0.103193615286359	0.057710221807858	0.0	0.715572000989823
74	0.05574877538579	0.09249081145704534	0.117136955599535	0.0	0.106208332291677	0.050648932141525	0.0	0.726005779967262
75	0.0562444441848	0.0934313293113153	0.110749749283111	0.0	0.109223049296995	0.043587642475192	0.0	0.736439558944702
76	0.05674011298381	0.09437463714583677	0.104362542966686	0.0	0.112237766302313	0.036526352808859	0.0	0.746873337922142
77	0.05723578178282	0.09532065213042468	0.097975336650262	0.0	0.115252483307631	0.029465063142525	0.0	0.757307116899581
78	0.05773145058183	0.09626929445759275	0.091588130333838	0.0	0.118267200312949	0.022403773476192	0.0	0.767740895877021
79	0.05822711938084	0.09722048721739741	0.085200924017413	0.0	0.121281917318267	0.015342483809859	0.0	0.77817467485446
80	0.05872278817985	0.09817415627773814	0.078813717700989	0.0	0.124296634323585	0.008281194143526	0.0	0.7886084538319
81	0.05921845697886	0.09913023016989086	0.072426511384564	0.0	0.127311351328903	0.001219904477193	0.0	0.799042232809339
82	0.05971412577787	0.10008934167790161	0.062603849794862	0.0	0.129073391254505	0.0	0.0	0.808322758950633
83	0.06020979457688	0.10105271021250788	0.052063731255848	0.0	0.130573827510233	0.0	0.0	0.817362441233919
84	0.06070546337589	0.10202024520174148	0.041523612716834	0.0	0.132074263765961	0.0	0.0	0.826402123517206
85	0.0612011321749	0.102991829223035	0.030983494177819	0.0	0.133574700021689	0.0	0.0	0.835441805800492
86	0.06169680097391	0.10396734876076794	0.020443375638805	0.0	0.135075136277417	0.0	0.0	0.844481488083778
87	0.06219246977292	0.10494669406861985	0.009903257099791	0.0	0.136575572533145	0.0	0.0	0.853521170367064
88	0.06268813857193	0.10592983044380735	0.0	0.0	0.137294043185315	0.0	0.0	0.862705956814685
89	0.06318380737094	0.10693822982902991	0.0	0.0	0.125852872919872	0.0	0.0	0.874147127080128
90	0.06367947616995	0.10798812335028442	0.0	0.0	0.114411702654429	0.0	0.0	0.885588297345571
91	0.06417514496896	0.10907831285412892	0.0	0.0	0.102970532388986	0.0	0.0	0.897029467611014
92	0.06467081376797	0.11020760250603123	0.0	0.0	0.091529362123543	0.0	0.0	0.908470637876457
93	0.06516648256698	0.11137480293939336	0.0	0.0	0.080088191858101	0.0	0.0	0.919911808141899
94	0.06566215136599	0.1125787349994981	0.0	0.0	0.068647021592657	0.0	0.0	0.931352978407343
95	0.066157820165	0.11381823308689551	0.0	0.0	0.057205851327215	0.0	0.0	0.942794148672785
96	0.06665348896401	0.1150921481100936	0.0	0.0	0.045764681061772	0.0	0.0	0.954235318938228
97	0.06714915776302	0.11639935006178402	0.0	0.0	0.034323510796329	0.0	0.0	0.965676489203671
98	0.06764482656203	0.11773873023628596	0.0	0.0	0.022882340530886	0.0	0.0	0.977117659469114
99	0.06814049536104	0.11910920310848054	0.0	0.0	0.011441170265443	0.0	0.0	0.988558829734557
100	0.06863616416005	0.12050970789633007	0.0	0.0	0.0	0.0	0.0	1.0
